ProtID	GeneXL	GeneXLok	HumanID	HumanName
Q66IX2	psmd13.S	psmd13.S	5719	PSMD13
Q66IX6	vta1.L	vta1.L	51534	VTA1
Q66IX9	adprh.S	adprh.S	141	ADPRH
Q66IY5	basp1.S	basp1.S	10409	BASP1
Q66IY7	vps4a.L	vps4a.L	27183	VPS4A
Q66IZ6	nup37.L	nup37.L	79023	NUP37
Q66IZ9	pnisr.L	pnisr.L	25957	PNISR
Q66J07	nnt.L	nnt.L	23530	NNT
Q66J16	aldh7a1.L	aldh7a1.L	501	ALDH7A1
Q66J20	fbxo28.S	fbxo28.S	23219	FBXO28
Q66J23	pdp1.L	pdp1.L	54704	PDP1
Q66J28	cisd1.S	cisd1.S	55847	CISD1
Q66J33	ak1.L	ak1.L	203	AK1
Q66J39	taf15.L	taf15.L	8148	TAF15
Q66J40	anxa7.S	anxa7.S	310	ANXA7
Q66J51	eif3i	eif3i.L	8668	EIF3I
Q66J55	hdac2.S	hdac2.S	3066	HDAC2
Q66J58	pip4k2b.L	pip4k2b.L	8396	PIP4K2B
Q66J59	dcn.L	dcn.L	1634	DCN
Q66J61	morf4l1.S	morf4l1.S	10933	MORF4L1
Q66J69	rnf2-a	ring1.S	6015	RING1
Q66J70	tgif2.S	tgif2.S	60436	TGIF2
Q66J72	nectin2.L	nectin2.L	5819	NECTIN2
Q66J73	abcf1.L	abcf1.L	23	ABCF1
Q66J74	tfip11	tfip11.L	24144	TFIP11
Q66J86	rpp40.L	rpp40.L	10799	RPP40
Q66J98	wdr5.S	wdr5.S	11091	WDR5
Q66J99	rbm18	rbm18.L	92400	RBM18
Q66JA3	sdcbp.L	sdcbp.L	6386	SDCBP
Q66JB0	ddx17.L	ddx17.L	10521	DDX17
Q66KF6	gpn2	gpn2.S	54707	GPN2
Q66KF7	ift52.L	ift52.L	51098	IFT52
Q66KH0	nans.L	nans.L	54187	NANS
Q66KI1	naaa.L	naaa.L	27163	NAAA
Q66KI2	tfdp1.S	tfdp1.S	7027	TFDP1
Q66KN4	ndufa13.L	ndufa13.L	51079	NDUFA13
Q66KN5	rph3al.L	rph3al.L	9501	RPH3AL
Q66KP0	nme3.L	nme3.L	4832	NME3
Q66KQ6	ndufs4.S	ndufs4.S	4724	NDUFS4
Q66KR1	clybl.L	clybl.L	171425	CLYBL
Q66KR8	utp11.L	utp11.L	51118	UTP11
Q66KT2	ndufs8.L	ndufs8.L	4728	NDUFS8
Q66KU4	rpl36	rpl36.L	25873	RPL36
Q66KU9	lsm6.L	lsm6.L	11157	LSM6
Q66KV2	rpl38.L	rpl38.L	6169	RPL38
Q66KV4	banf1-b	banf1.S	8815	BANF1
Q66KV6	rpl28.S	rpl28.S	6158	RPL28
Q66KX4	med29	med29.L	55588	MED29
Q66KX9	ppil1.L	ppil1.L	51645	PPIL1
Q66KY6	rpl11.S	rpl11.S	6135	RPL11
Q66KZ0	hspb1.S	hspb1.S	3315	HSPB1
Q66KZ5	ogn.S	ogn.S	4969	OGN
Q66KZ7	rab24.L	rab24.L	53917	RAB24
Q66L02	npm3.S	npm3.S	10360	NPM3
Q66L10	uqcrb.S	uqcrb.S	7381	UQCRB
Q66L13	dnajc8.S	dnajc8.S	22826	DNAJC8
Q66L17	hddc2	hddc2.L	51020	HDDC2
Q66L22	hint1.S	hint1.S	3094	HINT1
Q66L27	ap2s1.S	ap2s1.L	1175	AP2S1
Q66L32	timm8a	timm8b.L	26521	TIMM8B
Q66L33	mak16-a	mak16.L	84549	MAK16
Q68EU8	emc6	emc6.S	83460	EMC6
Q68EV0	pgap3	pgap3.L	93210	PGAP3
Q68EW0	ogdhl	ogdhl.L	55753	OGDHL
Q68EW1	rtn3-b	rtn3.S	10313	RTN3
Q68EW7	med11	med11.S	400569	MED11
Q68EX3	rpp25l.S	rpp25l.S	138716	RPP25L
Q68EX4	psmb7.S	psmb7.S	5695	PSMB7
Q68EX9	chid1	chid1.L	66005	CHID1
Q68EZ7	cfap410.S	cfap410.S	755	CFAP410
Q68F05	cherp.L	cherp.L	10523	CHERP
Q68F13	sucla2.S	sucla2.S	8803	SUCLA2
Q68F24	asah1.L	asah1.L	427	ASAH1
Q68F27	traf4.L	traf4.L	9618	TRAF4
Q68F32	arhgdig.S	arhgdig.S	398	ARHGDIG
Q68F38	vac14	vac14.L	55697	VAC14
Q68F47	sirt5-b	sirt5.S	23408	SIRT5
Q68F50	twf1	twf1.S	5756	TWF1
Q68F62	mpv17l	mpv17l.S	255027	MPV17L
Q68F63	lpcat3.S	lpcat3.S	10162	LPCAT3
Q68F65	arih2.L	arih2.L	10425	ARIH2
Q68F70	ints4	ints4.L	92105	INTS4
Q68FC2	man1b1.L	man1b1.L	11253	MAN1B1
Q68FI4	arpc5-a	arpc5.L	10092	ARPC5
Q68FI9	csrp2.L	csrp2.L	1466	CSRP2
Q68FJ0	nup85	nup85.L	79902	NUP85
Q68FJ5	pdhx.L	pdhx.L	8050	PDHX
Q68FJ6	pak1ip1	pak1ip1.S	55003	PAK1IP1
Q68FK2	sec23ip.L	sec23ip.L	11196	SEC23IP
Q68FK5	dnajc5g.L	dnajc5g.L	285126	DNAJC5G
Q68FK8	dhx9	dhx9.L	1660	DHX9
Q694W8	myo10.2.L	myo10.2.L	4651	MYO10
Q6AX21	susd2.L	susd2.L	56241	SUSD2
Q6AX32	tmed7.L	tmed7.L	51014	TMED7
Q6AX35	usp5.L	usp5.L	8078	USP5
Q6AX37	pigs.L	pigs.L	94005	PIGS
Q6AX40	arsa.1.S	arsa.1.S	410	ARSA
Q6AX41	chchd6-a	chchd6.S	84303	CHCHD6
Q6AX45	vps25	vps25.L	84313	VPS25
Q6AX70	yy1.S	yy1.S	7528	YY1
Q6AX72	necap2.L	necap2.L	55707	NECAP2
Q6AX83	lars1.L	lars1.L	51520	LARS1
Q6AX84	ezr.L	ezr.L	7430	EZR
Q6AX91	ubap1.S	ubap1.S	51271	UBAP1
Q6AX92	mtss1.2.L	mtss1.2.L	9788	MTSS1
Q6AXA0	lamp1.S	lamp1.S	3916	LAMP1
Q6AXA1	fam98a.L	fam98a.L	25940	FAM98A
Q6AXA3	psmd12.S	psmd12.S	5718	PSMD12
Q6AXA5	rnf115.S	rnf115.S	27246	RNF115
Q6AXB3	shmt2.L	shmt2.L	6472	SHMT2
Q6AZE5	rab8b.S	rab8b.S	51762	RAB8B
Q6AZF1	ppp2r1a.S	ppp2r1a.S	5518	PPP2R1A
Q6AZG8	prxl2b	prxl2b.L	127281	PRXL2B
Q6AZH1	prkcsh.L	prkcsh.L	5589	PRKCSH
Q6AZH6	faf2-a	faf2.S	23197	FAF2
Q6AZH8	hspa1a.S	hspa1a.S	3303	HSPA1A
Q6AZH9	cdk5rap3.L	cdk5rap3.L	80279	CDK5RAP3
Q6AZI2	ccdc47	ccdc47.S	57003	CCDC47
Q6AZI8	des.1.L	des.1.L	1674	DES
Q6AZI9	prps1.L	prps1.L	5631	PRPS1
Q6AZJ9	rps21	rps21.S	6227	RPS21
Q6AZK2	pura.S	pura.S	5813	PURA
Q6AZL6	eif4a1.S	eif4a1.S	1973	EIF4A1
Q6AZL9	rps23.S	rps23.L	6228	RPS23
Q6AZN3	ptp4a1.L	ptp4a1.L	7803	PTP4A1
Q6AZN4	mrpl15	mrpl15.L	29088	MRPL15
Q6AZP0	mta2.S	mta2.S	9219	MTA2
Q6AZP8	pgam1.S	pgam1.S	5223	PGAM1
Q6AZQ2	ilk.S	ilk.S	3611	ILK
Q6AZR0	sf3b4.L	sf3b4.L	10262	SF3B4
Q6AZR4	syngr2.S	syngr2.S	9144	SYNGR2
Q6AZR6	xrcc6.L	xrcc6.L	2547	XRCC6
Q6AZR7	psma6.L	psma6.L	5687	PSMA6
Q6AZS2	eed-b	eed.S	8726	EED
Q6AZS3	kdm6a.S	kdm6a.S	7403	KDM6A
Q6AZS9	srp9.L	srp9.L	6726	SRP9
Q6AZT5	bnip1.L	bnip1.L	662	BNIP1
Q6AZT6	depdc7	depdc7.L	91614	DEPDC7
Q6AZU4	st13.L	st13.L	6767	ST13
Q6AZV2	gcdh.L	gcdh.L	2639	GCDH
Q6B4U5	mdh2.L	mdh2.L	4191	MDH2
Q6DCB7	dnd1	dnd1.L	373863	DND1
Q6DCB9	saxo2.L	saxo2.L	283726	SAXO2
Q6DCC6	gtpbp6	gtpbp6.S	8225	GTPBP6
Q6DCD7	zcchc4	zcchc4.S	29063	ZCCHC4
Q6DCE3	slc30a9	slc30a9.S	10463	SLC30A9
Q6DCF9	anxa7.L	anxa7.L	310	ANXA7
Q6DCG5	p3h4.L	p3h4.L	10609	P3H4
Q6DCH2	ephx2.L	ephx2.L	2053	EPHX2
Q6DCH7	selenbp1-b	selenbp1.S	8991	SELENBP1
Q6DCI1	manba.L	manba.L	4126	MANBA
Q6DCI5	tbck.L	tbck.L	93627	TBCK
Q6DCK0	stip1.S	stip1.S	10963	STIP1
Q6DCK1	lpcat4	lpcat4.S	254531	LPCAT4
Q6DCK2	ythdf2.L	ythdf2.L	51441	YTHDF2
Q6DCK5	ppfibp2.L	ppfibp2.L	8495	PPFIBP2
Q6DCK7	wdr46.L	wdr46.L	9277	WDR46
Q6DCL1	bpnt1.L	bpnt1.L	10380	BPNT1
Q6DCL6	dipk1a	dipk1a.L	388650	DIPK1A
Q6DCL7	rad21.S	rad21.S	5885	RAD21
Q6DCM1	ubqln1.L	ubqln1.L	29979	UBQLN1
Q6DCM2	mkln1.L	mkln1.L	4289	MKLN1
Q6DCM3	suds3.L	suds3.L	64426	SUDS3
Q6DCM5	ppp4r1.S	ppp4r1.S	9989	PPP4R1
Q6DCM6	ssr1.S	ssr1.S	6745	SSR1
Q6DCM8	hsd17b10.L	hsd17b10.L	3028	HSD17B10
Q6DCP2	cd63.L	cd63.L	967	CD63
Q6DCQ8	pi4k2b	pi4k2b.L	55300	PI4K2B
Q6DCR6	lamp1.L	lamp1.L	3916	LAMP1
Q6DCS0	cct7.S	cct7.S	10574	CCT7
Q6DCS1	lyrm4	lyrm4.L	57128	LYRM4
Q6DCS3	bco2.L	bco2.L	83875	BCO2
Q6DCS9	ptgr1.1.L	ptgr1.1.L	22949	PTGR1
Q6DCT0	soat1.S	soat1.S	6646	SOAT1
Q6DCT2	armh3	armh3.L	79591	ARMH3
Q6DCT5	aldh2.L	aldh2.L	217	ALDH2
Q6DCU3	nup50.S	nup50.S	10762	NUP50
Q6DCU6	sigmar1	sigmar1.L	10280	SIGMAR1
Q6DCV0	wdr45	wdr45.S	11152	WDR45
Q6DCY7	epcam.S	epcam.S	4072	EPCAM
Q6DCY9	haus3	haus3.L	79441	HAUS3
Q6DD04	ilf3-b	ilf3.L	3609	ILF3
Q6DD06	zc3h15	zc3h15.L	55854	ZC3H15
Q6DD12	tbc1d20.2.L	tbc1d20.2.L	128637	TBC1D20
Q6DD14	hmbox1.L	hmbox1.L	79618	HMBOX1
Q6DD21	agtpbp1	agtpbp1.L	23287	AGTPBP1
Q6DD23	xpnpep3.L	xpnpep3.L	63929	XPNPEP3
Q6DD27	taok3	taok3.L	51347	TAOK3
Q6DD32	rnf121	rnf121.S	55298	RNF121
Q6DD36	oxsr1.S	oxsr1.S	9943	OXSR1
Q6DD41	sdf2l1.S	sdf2l1.S	23753	SDF2L1
Q6DD44	xpr1	xpr1.L	9213	XPR1
Q6DD45	zcchc8	zcchc8.L	55596	ZCCHC8
Q6DD48	pgk1.L	pgk1.L	5230	PGK1
Q6DD53	mff-a	mff.S	56947	MFF
Q6DD54	myo1c.L	myo1c.L	4641	MYO1C
Q6DD57	hnrnph1.L	hnrnph1.L	3187	HNRNPH1
Q6DD58	tuba4b.L	tuba4b.L	80086	TUBA4B
Q6DD69	pfkm.S	pfkm.S	5213	PFKM
Q6DD74	nudt13.L	nudt13.L	25961	NUDT13
Q6DD76	spats2.L	spats2.L	65244	SPATS2
Q6DDD9	anxa5.L	anxa5.L	308	ANXA5
Q6DDE4	exosc1.L	exosc1.L	51013	EXOSC1
Q6DDF1	gabpa.L	gabpa.L	2551	GABPA
Q6DDF2	acad9.S	acad9.S	28976	ACAD9
Q6DDF4	vps36	vps36.L	51028	VPS36
Q6DDF8	scamp3.L	scamp3.L	10067	SCAMP3
Q6DDH2	rmi1	rmi1.L	80010	RMI1
Q6DDH7	vamp7.L	vamp7.L	6845	VAMP7
Q6DDI6	tbc1d31	tbc1d31.L	93594	TBC1D31
Q6DDI9	stx2.L	stx2.L	2054	STX2
Q6DDJ0	jak1.S	jak1.S	3716	JAK1
Q6DDJ5	wdcp	wdcp.L	80304	WDCP
Q6DDK6	alg6.S	alg6.S	29929	ALG6
Q6DDK9	snx3.L	snx3.L	8724	SNX3
Q6DDL6	snip1.L	snip1.L	79753	SNIP1
Q6DDM1	sec62.S	sec62.S	7095	SEC62
Q6DDM2	rer1.L	rer1.L	11079	RER1
Q6DDM3	pecr.S	pecr.S	55825	PECR
Q6DDM4	api5-a	api5.L	8539	API5
Q6DDM7	acadl.L	acadl.L	33	ACADL
Q6DDM9	cstf3.S	cstf3.S	1479	CSTF3
Q6DDN7	hacl1.L	hacl1.L	26061	HACL1
Q6DDP3	enpp6	enpp6.L	133121	ENPP6
Q6DDQ4	atp1b3.S	atp1b3.S	483	ATP1B3
Q6DDS6	alg2.L	alg2.L	85365	ALG2
Q6DDS9	xrcc5.L	xrcc5.L	7520	XRCC5
Q6DDU3	exosc7.S	exosc7.S	23016	EXOSC7
Q6DDU7	ykt6-a	ykt6.S	10652	YKT6
Q6DDU8	fignl1	fignl1.L	63979	FIGNL1
Q6DDV7	nup88.S	nup88.S	4927	NUP88
Q6DDW1	txnl1.S	txnl1.S	9352	TXNL1
Q6DDY2	upk1a.S	upk1a.S	11045	UPK1A
Q6DDZ1	dapk1.L	dapk1.L	1612	DAPK1
Q6DDZ4	rbm14.S	rbm14.S	10432	RBM14
Q6DDZ7	zc3h7a.L	zc3h7a.L	29066	ZC3H7A
Q6DDZ9	meak7	meak7.L	57707	MEAK7
Q6DE00	dph2	dph2.L	1802	DPH2
Q6DE03	ap4m1.S	ap4m1.S	9179	AP4M1
Q6DE08	aurkb-a	aurkb.L	9212	AURKB
Q6DE12	plin3.S	plin3.S	10226	PLIN3
Q6DE13	cyb5a.L	cyb5a.L	1528	CYB5A
Q6DE17	brap.L	brap.L	8315	BRAP
Q6DE18	arpc5-b	arpc5l.L	81873	ARPC5L
Q6DE20	ptpn9l.S	ptpn9l.S	5780	PTPN9
Q6DE28	hsph1.S	hsph1.S	10808	HSPH1
Q6DE33	uqcrc2.L	uqcrc2.L	7385	UQCRC2
Q6DE41	mrpl1.S	mrpl1.S	65008	MRPL1
Q6DE46	arf6.2.L	arf6.2.L	382	ARF6
Q6DE60	cap1.L	cap1.L	10487	CAP1
Q6DE62	hspa4.S	hspa4.S	3308	HSPA4
Q6DE87	chek1	chek1.S	1111	CHEK1
Q6DE89	rab27b.L	rab27b.L	5874	RAB27B
Q6DE93	ist1.S	ist1.S	9798	IST1
Q6DE94	ncbp3	ncbp3.L	55421	NCBP3
Q6DE96	iws1-a	iws1.S	55677	IWS1
Q6DEA1	gars1.L	gars1.L	2617	GARS1
Q6DEA4	pdia6.L	pdia6.L	10130	PDIA6
Q6DEA6	ypel5.L	ypel5.L	51646	YPEL5
Q6DEB0	pdha1.L	pdha1.L	5160	PDHA1
Q6DEB3	phb2.S	phb2.S	11331	PHB2
Q6DEB8	acadm.L	acadm.L	34	ACADM
Q6DEC0	taf7.L	taf7.L	6879	TAF7
Q6DEC2	pdcl3.L	pdcl3.L	79031	PDCL3
Q6DEC8	st13.S	st13.S	6767	ST13
Q6DEE0	snx9.L	snx9.L	51429	SNX9
Q6DEE4	nubp2	nubp2.L	10101	NUBP2
Q6DEE7	fam76b	fam76b.S	143684	FAM76B
Q6DEF0	tle2.L	tle2.L	7089	TLE2
Q6DF78	pdxdc1	pdxdc1.L	23042	PDXDC1
Q6DF81	pdia5.L	pdia5.L	10954	PDIA5
Q6DF82	dennd2d.S	dennd2d.S	79961	DENND2D
Q6DF93	pkp3.L	pkp3.L	11187	PKP3
Q6DF94	spice1	spice1.L	152185	SPICE1
Q6DF95	zup1.S	zup1.S	221302	ZUP1
Q6DFA5	gas6.S	gas6.S	2621	GAS6
Q6DFB5	agps.L	agps.L	8540	AGPS
Q6DFB7	poc5	poc5.L	134359	POC5
Q6DFB8	ttc37	ttc37.L	9652	SKIC3
Q6DFC1	bcap29.L	bcap29.L	55973	BCAP29
Q6DFC2	ccdc77	ccdc77.L	84318	CCDC77
Q6DFC4	arrb2.S	arrb2.S	409	ARRB2
Q6DFC6	wdr75	wdr75.L	84128	WDR75
Q6DFD5	cwc25.L	cwc25.L	54883	CWC25
Q6DFE3	zmym2.L	zmym2.L	7750	ZMYM2
Q6DFE4	polk.L	polk.L	51426	POLK
Q6DFF4	ints9	ints9.S	55756	INTS9
Q6DFF9	mapkbp1	mapkbp1.L	23005	MAPKBP1
Q6DFG0	arhgap21-a	arhgap21.S	57584	ARHGAP21
Q6DFG2	plekha1.S	plekha1.S	59338	PLEKHA1
Q6DFG8	gyg1.L	gyg1.L	2992	GYG1
Q6DFH3	tmem33.L	tmem33.L	55161	TMEM33
Q6DFH9	nip7	nip7.L	51388	NIP7
Q6DFI2	tmem147	tmem147.S	10430	TMEM147
Q6DFI7	cdc16.L	cdc16.L	8881	CDC16
Q6DFJ1	gbe1.L	gbe1.L	2632	GBE1
Q6DFJ6	tbk1	tbk1.L	29110	TBK1
Q6DFK4	etaa1.L	etaa1.L	54465	ETAA1
Q6DFK5	gabpb2.S	gabpb2.S	126626	GABPB2
Q6DFL3	ppp2r5b.L	ppp2r5b.L	5526	PPP2R5B
Q6DFL9	aldh1a1.L	aldh1a1.L	216	ALDH1A1
Q6DFM0	smarca5.S	smarca5.S	8467	SMARCA5
Q6DFT9	trappc5.L	trappc5.L	126003	TRAPPC5
Q6DJC8	tmem53-b	tmem53.L	79639	TMEM53
Q6DJD5	efhc1.L	efhc1.L	114327	EFHC1
Q6DJE4	nudt21	nudt21.L	11051	NUDT21
Q6DJG2	nipsnap3a.L	nipsnap3a.L	25934	NIPSNAP3A
Q6DJG6	babam1	babam1.L	29086	BABAM1
Q6DJH2	aasdhppt	aasdhppt.S	60496	AASDHPPT
Q6DJH4	derl1.L	derl1.L	79139	DERL1
Q6DJH7	sord.L	sord.L	6652	SORD
Q6DJH8	actr1a.S	actr1a.L	10121	ACTR1A
Q6DJI0	rps8.L	rps8.L	6202	RPS8
Q6DJI8	eif3g-a	eif3g.S	8666	EIF3G
Q6DJJ2	prkar1a.S	prkar1a.S	5573	PRKAR1A
Q6DJJ4	pacsin3.L	pacsin3.L	29763	PACSIN3
Q6DJJ7	rps20.S	rps20.S	6224	RPS20
Q6DJJ8	polr3c.S	polr3c.S	10623	POLR3C
Q6DJK5	cndp2.L	cndp2.L	55748	CNDP2
Q6DJL4	atp5if1.L	atp5if1.L	93974	ATP5IF1
Q6DJM1	adk.S	adk.S	132	ADK
Q6DJM3	glt8d1	glt8d1.L	55830	GLT8D1
Q6DJM6	ints12	ints12.S	57117	INTS12
Q6DJN2	traf6-b	traf6.L	7189	TRAF6
Q6DJN5	rpl13.S	rpl13.S	6137	RPL13
Q6DJN9	dhrs4.L	dhrs4.L	10901	DHRS4
Q6DJP7	cpsf4	cpsf4.S	10898	CPSF4
Q6DJP8	higd1a.L	higd1a.L	25994	HIGD1A
Q6DJQ0	rpl26.L	rpl26.L	6154	RPL26
Q6DJQ1	mgst3.S	mgst3.S	4259	MGST3
Q6DKA2	flii.S	flii.S	2314	FLII
Q6DKB9	aco2.S	aco2.S	50	ACO2
Q6DKC0	erlin2-b	erlin2.S	11160	ERLIN2
Q6DKC4	anxa1.2.L	anxa1.2.L	301	ANXA1
Q6DKD0	coasy.L	coasy.L	80347	COASY
Q6DKD1	trappc1.L	trappc1.L	58485	TRAPPC1
Q6DKD2	lsm7.L	lsm7.L	51690	LSM7
Q6DKD7	copg2	copg2.S	26958	COPG2
Q6DKD8	nmt2.L	nmt2.L	9397	NMT2
Q6DKE1	cyct	cycs.S	54205	CYCS
Q6DKE3	h2ac1.S	h2ac1.S	221613	H2AC1
Q6DKL7	chp1.L	chp1.L	11261	CHP1
Q6DKM0	cand1.L	cand1.L	55832	CAND1
Q6DTN6	ppia.L	ppia.L	5478	PPIA
Q6F484	synj2bp.L	synj2bp.L	55333	SYNJ2BP
Q6GLI9	polr1e	polr1e.L	64425	POLR1E
Q6GLK0	rab3b.L	rab3b.L	5865	RAB3B
Q6GLK7	psmd9.L	psmd9.L	5715	PSMD9
Q6GLM3	cfap45.L	cfap45.L	25790	CFAP45
Q6GLM6	fn3krp.S	fn3krp.S	79672	FN3KRP
Q6GLM7	tmed4.S	tmed4.S	222068	TMED4
Q6GLM9	cops5	cops5.S	10987	COPS5
Q6GLQ4	ppp1r10	ppp1r10.S	5514	PPP1R10
Q6GLR4	dhcr24.L	dhcr24.L	1718	DHCR24
Q6GLR9	faim2.S	faim2.S	23017	FAIM2
Q6GLS1	lig4.L	lig4.L	3981	LIG4
Q6GLT7	serpini1.S	serpini1.S	5274	SERPINI1
Q6GLT8	fahd2	fahd2a.L	51011	FAHD2A
Q6GLU5	perp.S	perp.S	64065	PERP
Q6GLV1	cerk.L	cerk.L	64781	CERK
Q6GLV6	znf639.L	znf639.L	51193	ZNF639
Q6GLW2	psme2.L	psme2.L	5721	PSME2
Q6GLW8	aifm2	aifm2.S	84883	AIFM2
Q6GLX7	cwc27	cwc27.S	10283	CWC27
Q6GLY1	alcam.S	alcam.S	214	ALCAM
Q6GLY6	prnp.S	prnp.S	5621	PRNP
Q6GLZ8	snrnp27	snrnp27.S	11017	SNRNP27
Q6GM12	arpc5l.S	arpc5l.S	81873	ARPC5L
Q6GM14	dbnl-b	dbnl.S	28988	DBNL
Q6GM18	faim2.L	faim2.L	23017	FAIM2
Q6GM49	prdx3.S	prdx3.S	10935	PRDX3
Q6GM52	rab18.S	rab18.S	22931	RAB18
Q6GM53	chuk	chuk.S	1147	CHUK
Q6GM65	plaa	plaa.S	9373	PLAA
Q6GM69	hnrnpab.S	hnrnpab.S	3182	HNRNPAB
Q6GM71	lrwd1	lrwd1.L	222229	LRWD1
Q6GM80	acot12.L	acot12.L	134526	ACOT12
Q6GM86	h2ax	h2ax.S	3014	H2AX
Q6GM88	rrm1.L	rrm1.L	6240	RRM1
Q6GM92	stk26.S	stk26.S	51765	STK26
Q6GM94	abat.L	abat.L	18	ABAT
Q6GM95	rnf145.L	rnf145.L	153830	RNF145
Q6GMA0	ptpn1.L	ptpn1.L	5770	PTPN1
Q6GMA6	cct6a.S	cct6a.S	908	CCT6A
Q6GMA7	hinfp.L	hinfp.L	25988	HINFP
Q6GMB0	dscc1	dscc1.L	79075	DSCC1
Q6GMB2	lims1.S	lims1.S	3987	LIMS1
Q6GMB7	mccc1.S	mccc1.S	56922	MCCC1
Q6GMC0	vill.L	vill.L	50853	VILL
Q6GMC3	hsd17b4.L	hsd17b4.L	3295	HSD17B4
Q6GMC6	smap2.S	smap2.S	64744	SMAP2
Q6GMC9	gmpr2.S	gmpr2.S	51292	GMPR2
Q6GMD3	shfl	shfl.L	55337	SHFL
Q6GME1	ctps2	ctps2.L	56474	CTPS2
Q6GME5	ggcx.L	ggcx.L	2677	GGCX
Q6GMF1	hspa2.L	hspa2.L	3306	HSPA2
Q6GN02	acat1-b	acat1.S	38	ACAT1
Q6GN05	scfd1.L	scfd1.L	23256	SCFD1
Q6GN08	ncapd3.L	ncapd3.L	23310	NCAPD3
Q6GN11	dis3l	dis3l.L	115752	DIS3L
Q6GN13	tdrd12.L	tdrd12.L	91646	TDRD12
Q6GN29	atl2	atl2.L	64225	ATL2
Q6GN30	tmem38b-b	tmem38b.L	55151	TMEM38B
Q6GN41	pan2.S	pan2.S	9924	PAN2
Q6GN42	slc44a4	slc44a4.L	80736	SLC44A4
Q6GN62	cox4i1.S	cox4i1.S	1327	COX4I1
Q6GN66	cct4.L	cct4.L	10575	CCT4
Q6GN67	adrm1-a	adrm1.S	11047	ADRM1
Q6GN68	smyd2-b	smyd2.S	56950	SMYD2
Q6GN80	gbp1.L	gbp1.L	2633	GBP1
Q6GN86	dnali1	dnali1.S	7802	DNALI1
Q6GN87	vat1.L	vat1.L	10493	VAT1
Q6GN90	bola2.L	bola2.L	552900	BOLA2B
Q6GN98	eef1akmt1	eef1akmt1.S	221143	EEF1AKMT1
Q6GNA6	srp72.S	srp72.S	6731	SRP72
Q6GNB6	ap5z1.S	ap5z1.S	9907	AP5Z1
Q6GNC1	psmd3.S	psmd3.S	5709	PSMD3
Q6GND8	rsu1.L	rsu1.L	6251	RSU1
Q6GND9	sccpdh.S	sccpdh.S	51097	SCCPDH
Q6GNF4	rps17.L	rps17.L	6218	RPS17
Q6GNG3	tmx3	tmx3.S	54495	TMX3
Q6GNG8	prkrip1	prkrip1.L	79706	PRKRIP1
Q6GNH1	rpl23.S	rpl23.L	9349	RPL23
Q6GNH9	prdx4.L	prdx4.L	10549	PRDX4
Q6GNI8	znrd2.L	znrd2.L	10534	ZNRD2
Q6GNJ8	vps72	vps72.L	6944	VPS72
Q6GNJ9	ubl3.L	ubl3.L	5412	UBL3
Q6GNM0	nrm	nrm.L	11270	NRM
Q6GNP5	zc3h10.S	zc3h10.S	84872	ZC3H10
Q6GNQ0	cttn.L	cttn.L	2017	CTTN
Q6GNQ1	get3	get3.S	439	GET3
Q6GNQ5	HMG-1	hmgb1.S	3146	HMGB1
Q6GNR5	copb1.L	copb1.L	1315	COPB1
Q6GNR9	ddost	ddost.S	1650	DDOST
Q6GNS3	nmd3	nmd3.L	51068	NMD3
Q6GNS7	snx10.L	snx10.L	29887	SNX10
Q6GNS8	ndufb10.S	ndufb10.S	4716	NDUFB10
Q6GNT0	anxa6.L	anxa6.L	309	ANXA6
Q6GNT3	stard3.S	stard3.S	10948	STARD3
Q6GNT7	golga5	golga5.L	9950	GOLGA5
Q6GNU1	arpc1b-b	arpc1b.S	10095	ARPC1B
Q6GNU6	apaf1.L	apaf1.L	317	APAF1
Q6GNV0	pa2g4.L	pa2g4.L	5036	PA2G4
Q6GNV6	rbbp8	rbbp8.L	5932	RBBP8
Q6GNW4	cd82.S	cd82.S	3732	CD82
Q6GNX0	LOC108714639	sec13.L	6396	SEC13
Q6GNX2	osbpl2.S	osbpl2.S	9885	OSBPL2
Q6GNZ0	nudcd3.L	nudcd3.L	23386	NUDCD3
Q6GNZ1	pigo.L	pigo.L	84720	PIGO
Q6GP07	lypla1.L	lypla1.L	10434	LYPLA1
Q6GP09	psme1.S	psme1.S	5720	PSME1
Q6GP18	sod2.S	sod2.S	6648	SOD2
Q6GP19	limd2.S	limd2.S	80774	LIMD2
Q6GP23	efhd1.L	efhd1.L	80303	EFHD1
Q6GP24	rapgef1.S	rapgef1.S	2889	RAPGEF1
Q6GP48	mtfr1l-a	mtfr1l.L	56181	MTFR1L
Q6GP69	macroh2a2.S	macroh2a2.S	55506	MACROH2A2
Q6GP72	ppcs.L	ppcs.L	79717	PPCS
Q6GP73	clic1.L	clic1.L	1192	CLIC1
Q6GP76	cers3.S	cers3.S	204219	CERS3
Q6GP79	exoc5.L	exoc5.L	10640	EXOC5
Q6GP80	nop16	nop16.S	51491	NOP16
Q6GP86	nsa2.L	nsa2.L	10412	NSA2
Q6GP89	lsm12	lsm12.S	124801	LSM12
Q6GP98	selenom	selenom.L	140606	SELENOM
Q6GPA0	taf6l.S	taf6l.S	10629	TAF6L
Q6GPA1	myo1d	myo1d.L	4642	MYO1D
Q6GPA9	sf3a1.L	sf3a1.L	10291	SF3A1
Q6GPB6	kcmf1	kcmf1.L	56888	KCMF1
Q6GPB9	dnai4	dnai4.S	79819	DNAI4
